user_id,qualifications,experience_years,course_grades,projects_completed,extracurriculars,is_suitable,interview_performance
2540,Java,3,73.0,8,0,1,3.390347957831195
2541,Java,5,69.31,6,3,0,3.6263011809373205
2542,C++;Data Analysis;Java,0,70.6,8,3,1,3.0174534663101786
2543,Data Analysis,4,68.85,4,4,0,3.0758918493672134
2544,Python,2,67.83,9,0,0,3.105253171884073
2545,SQL;Data Analysis;Java,1,65.22,3,3,1,2.394189736822235
2546,SQL;Data Analysis,2,97.36,2,3,0,2.8348683453783043
2547,C++;Python;Machine Learning,1,65.77,5,3,0,2.4255955596886056
2548,Python;Machine Learning;Java,2,68.18,9,3,0,3.4082918308250134
2549,Python,1,69.85,8,1,1,2.888163157331358
2550,Machine Learning;Python,5,97.32,3,2,0,3.5157982759746975
2551,Java,3,90.23,1,1,0,2.439313593030609
2552,C++;Machine Learning;SQL,1,91.59,2,3,1,2.949118435142492
2553,Java;SQL,1,64.19,2,0,1,1.8638477131033961
2554,Python,0,93.45,1,1,1,2.089025097425679
2555,Java;Python,1,76.33,8,4,0,3.2311214783018403
2556,Data Analysis,0,70.51,3,2,0,1.886102226880476
2557,Java;C++,4,83.03,2,0,0,2.7422598600749133
2558,Python,5,92.89,9,1,0,4.103724264761755
2559,Machine Learning;C++,0,91.15,5,2,0,2.613187942632224
2560,C++,3,95.6,7,1,0,3.4151701326164585
2561,Java,5,97.13,7,4,0,4.437293803673974
2562,C++;Java;Data Analysis,0,69.52,9,3,0,3.030489119126035
2563,Java;C++,5,76.95,5,4,0,3.9090410344685553
2564,Java;SQL;Machine Learning,5,60.59,4,3,0,3.203652305969287
2565,SQL,5,95.17,6,2,0,3.862990917677772
2566,Python,4,66.18,2,1,0,2.3871758107031407
2567,Machine Learning;Python;SQL,3,94.46,9,1,0,3.6555178280589518
2568,Python,2,73.18,1,4,1,2.6269505010592424
2569,C++;Data Analysis,2,74.73,7,0,0,2.801455335875641
2570,SQL,0,61.57,8,2,1,2.846910546863187
2571,SQL,5,73.08,5,3,0,3.634907547010853
2572,Java;Machine Learning;Data Analysis,0,95.53,3,2,1,2.6778082248615642
2573,Machine Learning;Java;Python,4,61.02,5,4,1,3.6301121602771533
2574,Machine Learning;C++,4,76.25,6,1,1,3.4731952537349837
2575,Machine Learning,1,61.26,7,3,0,2.564118130545027
2576,C++;SQL,4,74.84,2,3,1,3.029495381650587
2577,Data Analysis,1,66.91,5,3,1,2.7261502477102635
2578,Data Analysis;Java,3,70.09,9,3,1,4.0012093739199965
2579,SQL,0,95.1,5,2,1,3.0359947965853205
2580,Machine Learning;Java,3,77.44,9,2,0,3.463825804768219
2581,Java;Machine Learning;Python,4,70.95,6,4,1,3.972073770193471
2582,Python;Data Analysis,3,83.57,3,1,0,2.7921492324077426
2583,Data Analysis;Machine Learning,3,65.68,5,1,0,2.755279675092545
2584,C++,3,70.38,1,2,1,2.7032623309023474
2585,C++;Data Analysis;Python,4,81.85,7,4,0,4.035138040160436
2586,C++;Java,5,69.5,2,0,1,2.9239399967979085
2587,Machine Learning,3,87.17,8,3,0,3.928621623911803
2588,Data Analysis,1,79.66,7,1,0,2.634038881610726
2589,C++;Java;Machine Learning,4,90.88,5,3,0,3.6686878577127287
2590,SQL;Java,3,97.93,9,1,1,4.036853163370351
2591,Python;Data Analysis;C++,5,64.63,1,0,0,2.3581145151585163
2592,SQL;Java;C++,4,73.39,7,1,0,3.398122031107274
2593,Data Analysis;Machine Learning;Python,2,72.78,5,0,0,2.271069267228781
2594,C++;Java,5,66.05,0,1,1,2.929700851287787
2595,C++;Java;SQL,1,92.41,5,2,1,3.2000354406977016
2596,C++;Python;Machine Learning,3,90.4,4,3,1,3.4913806967573415
2597,Data Analysis;SQL,2,79.38,5,4,0,3.1671243531376745
2598,Python;SQL;C++,2,81.51,0,4,1,2.7247369866498623
2599,Data Analysis;Machine Learning,4,62.38,3,1,0,2.497449352352743
2600,Machine Learning;Java;Python,2,82.22,6,4,0,3.164765490286895
2601,SQL;Python;Data Analysis,1,91.65,4,3,0,2.5806146499374334
2602,Python,1,82.95,5,2,1,2.840707448470312
2603,SQL;C++,0,70.61,1,2,0,1.5518008040867646
2604,Python;SQL;Machine Learning,1,86.7,7,0,1,3.0735907559191267
2605,Data Analysis,5,74.46,9,4,1,4.44021126914514
2606,Data Analysis;Python;Java,2,81.79,3,3,0,2.83904656532407
2607,SQL,1,79.5,5,4,0,2.699433194045746
2608,Machine Learning,4,75.25,2,3,0,3.0171162131346065
2609,Data Analysis,0,88.76,8,0,0,2.579839575854883
2610,Data Analysis;Machine Learning,2,95.36,7,4,0,3.4441523238974643
2611,Java;Data Analysis;SQL,0,60.21,5,2,1,2.2923288451141453
2612,SQL;Machine Learning,2,97.34,8,0,1,3.6982680224885978
2613,C++;SQL;Python,4,80.46,9,4,1,4.498421956983298
2614,SQL,0,88.03,8,2,0,2.9303352366621476
2615,C++;Data Analysis,3,94.22,1,2,0,2.890437552803109
2616,Machine Learning;Python;C++,5,78.68,8,3,0,3.8786912264957705
2617,Machine Learning;Data Analysis;SQL,5,93.4,7,2,1,4.5142734907025
2618,Machine Learning;SQL,2,67.1,1,1,0,1.8426682741503546
2619,Data Analysis;Python;Java,3,66.37,8,4,1,3.8594723449465254
2620,Python;Data Analysis,0,86.3,4,4,1,2.9779391546875558
2621,Java;SQL,3,94.81,8,3,0,3.884907135941145
2622,Python,3,95.7,2,2,1,3.257054135753576
2623,SQL,0,85.75,3,3,0,2.3326843341933423
2624,Data Analysis,4,81.02,0,1,0,2.3669572324369064
2625,C++,3,73.26,4,3,1,3.174392094917961
2626,Java,3,99.2,6,4,0,3.9402415808296225
2627,Data Analysis;Python;SQL,4,72.79,6,3,0,3.4220146205640596
2628,Data Analysis;Machine Learning,3,89.77,5,4,0,3.5958980828007663
2629,C++,3,81.28,5,0,0,2.6945538671336315
2630,C++;Data Analysis,3,84.34,7,1,0,3.3450495442684547
2631,Data Analysis;Python;SQL,5,75.74,9,1,0,4.043020842006766
2632,Python,1,98.59,8,4,0,3.6297346929412146
2633,Java,4,82.87,3,0,1,3.128361025581011
2634,Data Analysis;SQL;C++,3,97.51,3,2,0,3.1486348258414845
2635,SQL;Data Analysis;C++,5,60.3,7,3,0,3.4313573404101825
2636,Data Analysis;Machine Learning;C++,4,82.91,4,2,1,3.497877106398418
2637,SQL;Machine Learning,2,88.69,9,0,1,3.4596410949439957
2638,SQL,2,89.8,8,1,0,3.38595792822544
2639,SQL,3,96.2,5,2,0,3.410863239262619
2640,C++,5,60.18,8,0,0,3.3985650796071085
2641,SQL;Python,5,60.01,3,1,1,3.2026456818859987
2642,SQL,4,78.89,0,2,0,2.781535746869209
2643,C++;Java,4,61.17,3,1,0,2.505520181562119
2644,Java;Machine Learning;SQL,5,98.98,8,4,1,4.741983608730518
2645,Java,4,68.88,6,1,1,3.4514644936323293
2646,Data Analysis;Java;Machine Learning,5,78.91,5,1,1,3.8818212467494155
2647,Python,1,62.45,1,0,0,1.36375318259643
2648,SQL,5,80.88,3,0,0,2.8674854769631977
2649,Java;C++;SQL,2,75.2,0,3,0,2.110297440959639
2650,Java;Data Analysis,4,61.79,2,0,1,2.452790748825731
2651,Data Analysis;Python;SQL,5,73.4,1,4,0,3.0776411775383288
2652,Java;SQL,5,75.66,3,4,0,3.3395188128041395
2653,Machine Learning;Java,4,99.6,3,1,0,3.4035800791539184
2654,SQL;Python;Machine Learning,1,68.32,8,0,1,2.9159243774556423
2655,C++;Java,1,81.79,6,3,0,2.7518669452658306
2656,SQL;Java,4,99.49,2,0,1,3.377775083273097
2657,Data Analysis,0,91.68,6,3,1,3.198342515960478
2658,Machine Learning;SQL;Data Analysis,4,99.73,7,1,1,3.963466480728764
2659,SQL;Machine Learning,4,98.73,6,4,1,4.401474537620176
2660,Java;Machine Learning;C++,1,79.58,7,0,1,2.8949636113176003
2661,Data Analysis;Python,1,87.86,8,0,1,3.0599252524079366
2662,C++;Python;Java,4,64.42,0,4,0,2.533317103173718
2663,Machine Learning;Python;SQL,4,77.65,9,4,1,4.214016450453582
2664,C++,4,92.36,5,2,1,3.8150413872140407
2665,Java;C++;SQL,1,80.21,3,2,0,2.223279131794286
2666,SQL,4,88.11,0,2,1,3.123463710772548
2667,Machine Learning,4,89.83,1,4,0,3.0713621567794713
2668,Java;Machine Learning;Data Analysis,3,70.14,9,2,1,3.7288001046840225
2669,Java;Python,0,95.03,3,0,0,1.9731857439592806
2670,Machine Learning,2,78.39,0,4,0,2.361556872395729
2671,Data Analysis;Python,0,68.41,5,0,1,2.359482892687264
2672,C++;Java;Data Analysis,3,94.62,0,4,0,2.948600407319333
2673,Machine Learning;Data Analysis,2,76.71,8,1,0,3.1577423751750815
2674,Python;SQL;C++,4,90.01,9,0,0,3.9031338048487076
2675,Data Analysis,3,81.92,2,4,1,3.239854451235248
2676,SQL;C++,4,75.27,0,3,1,2.8274854433140217
2677,Python;SQL,1,92.4,5,4,0,2.901310861111247
2678,SQL;Data Analysis,5,83.38,5,1,1,3.767576621741307
2679,Machine Learning;Python,3,75.62,6,4,0,3.36623487237593
2680,Data Analysis,1,64.38,6,1,1,2.6844625974366156
2681,Data Analysis;C++,3,95.82,9,2,0,3.9217339133943536
2682,SQL;Java,3,61.42,3,0,0,2.0654588512212637
2683,C++;Data Analysis;Java,1,94.53,4,1,1,2.9655286454920735
2684,Machine Learning;Python;Java,2,74.4,2,3,0,2.5281697482545957
2685,SQL,0,85.57,5,0,0,2.320935302852758
2686,Machine Learning;SQL,4,96.89,6,4,0,3.820565210436413
2687,Machine Learning,3,66.07,8,4,0,3.5757098171923825
2688,Python;Data Analysis,4,82.68,8,1,1,3.8970110551723423
2689,Data Analysis;SQL,5,90.58,4,3,1,4.078170163610671
2690,Java;Machine Learning,1,90.3,3,1,1,2.6199360323875234
2691,Data Analysis;Machine Learning,4,81.03,6,3,0,3.6499828057987753
2692,Java,1,84.99,2,1,0,2.0289283864643166
2693,C++,4,90.3,3,2,0,3.3036810862735315
2694,Machine Learning;C++,0,93.64,8,2,1,3.457121441911485
2695,SQL,0,90.47,4,2,0,2.348456270478616
2696,SQL;C++;Machine Learning,0,74.16,9,1,0,2.497373913150892
2697,Python,0,99.87,6,0,0,2.6351769082897696
2698,Java,0,77.38,1,4,1,2.1779994984391684
2699,SQL;C++,0,60.98,8,0,1,2.486438337720467
2700,Data Analysis,1,74.5,4,4,1,2.9244843074831146
2701,SQL;C++;Java,3,65.11,4,3,0,2.912004414503908
2702,Data Analysis;Java,4,64.86,3,2,0,2.7829353648952733
2703,Python,0,71.26,7,2,1,2.673354277412514
2704,C++;Python,1,62.14,3,4,0,2.4037848223896283
2705,Data Analysis;SQL;C++,1,87.54,1,2,1,2.2894195734443623
2706,C++;SQL;Data Analysis,1,62.96,4,0,1,2.111122807647652
2707,Python;SQL;Data Analysis,3,68.13,2,1,1,2.4740711758948617
2708,Java;Machine Learning,4,63.72,3,2,0,2.896318362892224
2709,Java,3,62.53,2,2,1,2.5317792861280375
2710,C++;Java,2,70.71,6,3,1,3.3444630385453515
2711,Java;Python,1,82.88,5,1,0,2.6188674360569912
2712,SQL;C++,2,98.59,1,4,1,2.9673848848515503
2713,SQL;Python;Data Analysis,5,95.02,7,1,1,4.233315112514483
2714,Machine Learning;Python,0,95.04,4,1,0,2.2116607146921616
2715,Java;Data Analysis;Python,0,67.04,5,4,0,2.4234823098271288
2716,Java;Machine Learning;SQL,3,70.6,7,1,1,3.4103854691032156
2717,Data Analysis;SQL,4,63.06,6,3,1,3.385106013287803
2718,Data Analysis;SQL,2,91.14,2,0,0,2.5344913650512515
2719,Machine Learning,4,62.79,1,1,1,2.666048911124452
2720,SQL;Java;Python,3,82.27,2,0,0,2.6090510067117303
2721,Machine Learning,0,69.92,7,3,0,2.5581986360653874
2722,SQL;C++,4,69.74,3,3,1,3.248599633314825
2723,SQL;Java,4,99.63,7,1,1,4.164078581670057
2724,Java,0,90.27,3,2,0,2.3602271336076166
2725,Machine Learning,2,93.48,6,1,1,3.414162503803976
2726,Java,0,82.88,5,0,1,2.546880346643534
2727,Machine Learning;Data Analysis;Python,4,94.84,9,3,0,4.267011067068369
2728,C++;Python,2,85.82,0,0,1,2.318821640067008
2729,Java,2,97.85,7,0,0,3.323392081242796
2730,C++,0,71.25,5,4,1,2.8278665953871154
2731,SQL;Data Analysis,4,83.81,1,3,1,3.3394184957513877
2732,C++,3,87.61,4,3,0,3.1608269932322113
2733,Machine Learning;SQL;Java,4,75.72,1,0,0,2.5317853984912886
2734,SQL;Python;Machine Learning,1,95.19,9,3,1,3.844191928687353
2735,Java,5,99.19,6,1,1,4.341098308964912
2736,Java;Data Analysis;SQL,3,79.75,9,4,0,3.7539996021854396
2737,Java,2,75.63,5,1,0,2.688842547927452
2738,Python,3,78.88,6,2,1,3.6228097474994083
2739,Data Analysis;Python,2,94.11,5,2,0,3.2674348290925375
2740,Python,2,85.82,9,0,0,3.1286137777205147
2741,C++;Python,3,61.79,0,2,0,2.0297236294571652
2742,Python,2,81.69,2,1,0,2.420603077432548
2743,Data Analysis,2,60.69,9,2,0,2.893444308001522
2744,Machine Learning;Python;C++,1,91.14,1,0,0,1.8931811524170832
2745,SQL,4,73.13,0,3,0,2.4384844090118802
2746,Python,4,78.88,0,4,0,2.9058651171907455
2747,Data Analysis;Python,5,91.95,3,0,1,3.418309964875285
2748,Python,5,61.86,0,0,0,2.4285484606073684
2749,Java;Machine Learning;Data Analysis,1,66.34,1,0,1,1.768032241615176
2750,Data Analysis,5,75.92,0,1,1,3.039130313082547
2751,Python;Data Analysis,3,69.2,5,3,0,2.9558904092131337
2752,Data Analysis,0,73.52,3,0,1,1.8272979579565982
2753,Machine Learning;SQL,0,99.93,7,3,0,3.137531019874819
2754,Java;Machine Learning,0,93.02,4,0,1,2.584353743854101
2755,Machine Learning;Java;Python,1,95.36,9,1,1,3.7746343335161203
2756,Machine Learning,1,97.48,4,0,0,2.465737653492707
2757,Machine Learning,2,73.64,7,2,0,2.8371935864540867
2758,Data Analysis,0,71.88,9,1,1,2.9491930633851955
2759,SQL,3,69.36,5,0,1,3.1095442600250913
2760,Machine Learning,5,93.2,5,0,1,3.747312684355083
2761,Data Analysis,3,87.18,2,0,1,2.85634229783591
2762,Java,5,69.45,5,2,1,3.5948253341476635
2763,Data Analysis;C++;SQL,0,75.08,9,2,0,2.7400013486067447
2764,Machine Learning;Java;C++,0,80.27,6,0,1,2.4561204624345745
2765,Python;Java;SQL,0,81.13,1,2,0,1.8156690693759714
2766,C++;Java,1,95.55,2,0,0,2.2256151581712933
2767,Java;C++;Python,5,75.22,5,2,0,3.465844705415926
2768,Python;C++,1,96.34,9,3,0,3.4270115261318286
2769,Machine Learning,1,77.65,8,0,0,2.806375556269624
2770,C++,4,89.85,8,0,1,4.046735420400731
2771,Data Analysis;SQL,3,97.21,7,4,1,4.012582047414578
2772,Data Analysis;Python;Machine Learning,3,96.3,7,4,1,4.097742651858788
2773,C++;Python,2,62.28,8,1,1,3.064412044971738
2774,SQL;C++,1,68.23,8,3,0,2.9003998971974028
2775,Data Analysis;SQL;C++,5,79.08,9,3,0,4.213002247963918
2776,Machine Learning,4,77.26,8,1,0,3.372441524153115
2777,SQL;C++,4,85.64,4,4,1,3.8346080292124203
2778,Python,3,97.79,5,1,1,3.372292533254695
2779,Data Analysis;SQL,1,64.5,4,4,0,2.6038873257904944
2780,Python,2,78.07,0,0,0,2.0235218709983545
2781,C++;Python;Data Analysis,1,67.7,3,1,1,2.353454746096614
2782,Machine Learning;Python,0,95.76,0,2,0,1.968936020668277
2783,Java,1,98.58,0,4,0,2.37919677163532
2784,C++;Machine Learning,0,79.15,2,0,1,1.906292683609027
2785,Data Analysis,0,64.16,6,2,0,2.1827898350678736
2786,Python,2,91.41,0,2,0,2.3183807578595887
2787,Java;SQL,5,87.89,6,3,0,3.9792777553904473
2788,Machine Learning,3,74.19,9,4,0,3.6244949227218304
2789,Python;Java,1,95.5,9,0,0,3.062297346697473
2790,Data Analysis;C++,0,99.03,0,4,0,2.1589433338666164
2791,Data Analysis;Machine Learning,1,82.31,8,0,0,2.631564485839041
2792,SQL;C++;Data Analysis,5,82.63,4,4,1,3.914603634615645
2793,Data Analysis;Machine Learning,3,71.9,5,2,1,3.2871117393204976
2794,C++;Machine Learning,5,83.38,8,3,1,4.4009675861497906
2795,Java;C++,3,77.59,2,1,1,2.6998287574994757
2796,Python,4,72.09,2,4,1,3.2417430941801464
2797,C++;Data Analysis,3,62.69,4,2,1,2.898165543259918
2798,Data Analysis,2,70.11,6,1,0,2.6877002098592437
2799,Python,5,67.91,2,1,1,3.2161766197441266
2800,Data Analysis,0,81.68,3,1,0,1.9058771773180823
2801,Python,4,84.07,1,2,1,2.9497812880222885
2802,Data Analysis;Python,2,84.34,8,0,0,2.952431362396345
2803,C++,1,75.53,9,1,0,2.8463629687168774
2804,Data Analysis;SQL;Java,5,76.85,8,3,1,4.269783943900214
2805,Machine Learning;Data Analysis,0,93.37,1,0,1,2.1371038032473426
2806,Python,3,79.05,4,2,0,3.0021107533165123
2807,Machine Learning;C++;Data Analysis,0,99.51,0,1,0,1.9400415968330815
2808,SQL,1,77.58,7,2,1,3.2027473383590706
2809,C++;Data Analysis;SQL,4,85.98,5,2,1,3.523790510251705
2810,SQL;Machine Learning;Python,4,62.01,9,1,0,3.3468368055906628
2811,C++,5,86.13,9,2,1,4.623634321668851
2812,C++,4,94.06,1,3,1,3.2530808985055932
2813,SQL;C++,5,97.7,1,3,0,3.2413664189960842
2814,C++;Python,5,99.89,9,4,0,4.707955881956865
2815,Java,5,71.29,4,1,1,3.2514868196369724
2816,Data Analysis;SQL;Java,3,83.01,6,1,1,3.470742556016858
2817,C++;Java,2,78.03,8,1,1,3.4465899169625227
2818,Data Analysis;C++,5,82.55,8,4,1,4.56355685532052
2819,Python;Machine Learning,5,66.3,5,3,1,3.618974356426376
2820,C++;Machine Learning;Data Analysis,2,94.25,1,3,1,2.792251548717294
2821,Machine Learning;Java,0,96.38,5,1,0,2.57497880164806
2822,Python;C++;SQL,5,77.99,0,2,1,3.063537544895902
2823,Machine Learning;C++,3,71.22,1,0,0,2.2916119504441994
2824,Data Analysis;SQL;Machine Learning,4,65.63,2,0,1,2.8814040048155873
2825,Python;Data Analysis,4,87.35,4,1,0,3.1683616558057754
2826,Python;Java;SQL,1,72.49,9,1,0,3.012489669909261
2827,Data Analysis;Machine Learning,1,96.38,0,3,1,2.5315610365755155
2828,Data Analysis,4,86.84,9,3,1,4.3538382739393375
2829,C++;Python,4,85.83,4,2,1,3.722520611013204
2830,SQL;Data Analysis,3,82.38,4,3,0,3.131065413156181
2831,SQL;Python,2,61.83,3,0,1,2.152938640181887
2832,Java;Data Analysis;Machine Learning,1,97.28,2,0,0,2.273129119860256
2833,SQL;Machine Learning;Python,2,85.12,6,3,0,3.055192425556648
2834,Python;SQL;Data Analysis,3,99.76,6,0,0,3.3755681754864635
2835,Java;Python,4,81.49,0,0,0,2.373443406890596
2836,SQL;Python;C++,5,88.4,6,0,1,4.029614601236258
2837,C++;Machine Learning;Data Analysis,2,62.25,2,0,0,1.9729943927177678
2838,Python;C++,4,85.27,2,4,0,3.2599135862776323
2839,Python;SQL;C++,4,90.59,5,1,1,3.857754070162712
2840,C++;SQL;Python,0,91.14,5,2,0,2.7155270405425522
2841,Python;Java,2,90.8,3,4,1,3.160731866027886
2842,C++;Machine Learning,5,69.05,4,2,0,3.346074212261531
2843,SQL;Java;Data Analysis,2,99.02,2,4,0,3.1535741045570536
2844,C++;Java,4,99.81,2,4,0,3.5405730124547277
2845,Data Analysis;Python,5,63.02,8,2,1,4.168178475784181
2846,Java;SQL;Machine Learning,3,97.46,4,1,1,3.298984913302559
2847,SQL,0,71.58,0,3,1,1.810189298014573
2848,C++;Java;Python,4,87.57,8,4,1,4.395746137964477
2849,Machine Learning;Python;SQL,1,73.52,9,1,1,3.1787793362464822
2850,Python;Machine Learning,1,98.71,5,3,0,2.872887975024747
2851,C++;Data Analysis;Java,0,64.06,8,2,0,2.5033511895866267
2852,Python;SQL,3,79.91,6,4,1,3.8004270711200507
2853,SQL;C++;Data Analysis,4,77.12,9,3,0,3.831114072190641
2854,C++,2,73.04,9,1,1,3.6388635175464645
2855,SQL;Machine Learning,0,85.82,6,3,0,2.6544220071534745
2856,C++;Machine Learning;Java,3,65.24,4,2,0,2.518680327236758
2857,Data Analysis,2,88.67,6,3,1,3.374413198283877
2858,Machine Learning;Java;C++,1,99.22,9,0,0,3.371904267292311
2859,Data Analysis,1,92.18,3,4,1,3.232610694432252
2860,C++;SQL;Data Analysis,2,94.4,5,1,0,2.8341790523475976
2861,Data Analysis;Python;Java,0,74.39,1,1,1,1.8654416652600552
2862,C++;Java,1,73.0,9,4,0,3.3942327722164585
2863,Java,4,80.68,2,4,1,3.4291853710229057
2864,Data Analysis;SQL;C++,5,61.83,1,0,0,2.3545101608583088
2865,SQL;Python,2,97.81,9,0,0,3.4322901346247927
2866,Java;C++;SQL,2,65.75,1,1,0,1.8968488431641453
2867,Data Analysis;Java,1,96.12,6,3,1,3.4595311445121286
2868,Data Analysis;Machine Learning,0,63.34,4,4,1,2.3427102402820426
2869,C++,4,92.9,5,0,0,3.3296790682747535
2870,Python,0,66.08,2,0,0,1.498029406999261
2871,Java,3,61.53,9,0,0,3.1428357162981015
2872,Java,3,88.78,4,3,0,3.1673150865255635
2873,C++;Data Analysis,5,71.21,4,1,1,3.466815043456423
2874,C++;Data Analysis;Python,1,88.58,3,1,1,2.8087740724923513
2875,Java,1,82.2,9,0,0,2.9029159594466933
2876,Java;Python,1,64.35,3,3,0,2.3472780592917357
2877,SQL;Machine Learning,5,97.29,7,3,0,4.188883105339526
2878,Data Analysis,3,78.09,5,1,1,3.132822147609432
2879,Data Analysis,0,89.38,1,4,1,2.552023177701489
2880,Python;Data Analysis,5,80.04,1,0,1,3.011556290501964
2881,SQL,5,84.17,1,3,0,3.065563448506297
2882,SQL;Python;C++,0,72.11,5,4,0,2.6475054030099248
2883,Data Analysis;Python,1,68.01,0,2,0,1.483390580647619
2884,Data Analysis;Java,4,81.7,2,0,1,2.8017697874698153
2885,Python,0,77.61,0,2,1,1.9441323159049844
2886,Data Analysis;Machine Learning;Python,3,75.6,3,1,1,2.9946010855831218
2887,Data Analysis;Machine Learning;SQL,2,86.9,0,1,1,2.435331782111396
2888,Python;Java,2,87.62,8,1,1,3.4523802399526384
2889,Python;SQL;Machine Learning,5,61.84,5,3,1,3.5514407777049097
2890,Data Analysis;C++;Java,2,73.55,7,3,1,3.587248337857593
2891,Java;Data Analysis,4,76.47,1,4,1,3.280842291399965
2892,Java,1,63.88,5,2,0,2.459287670022855
2893,SQL,3,69.44,3,1,0,2.322906319077415
2894,C++;SQL,4,62.07,6,1,1,3.3962102127286338
2895,Python;C++;SQL,3,99.85,7,3,1,4.217336587808428
2896,Python;SQL;C++,3,89.46,5,3,1,3.7052157192775392
2897,Data Analysis;Java,1,63.5,0,3,1,1.9559241345353857
2898,Java;SQL,5,60.81,7,0,0,3.0624030728026277
2899,Data Analysis;SQL,2,88.77,0,2,0,2.1008894227920916
2900,Python;Machine Learning,1,77.57,8,2,0,3.0836741452982768
2901,Data Analysis,4,91.47,1,0,1,3.1636623446080385
2902,Python;Java;SQL,5,96.94,9,1,1,4.468006375815365
2903,C++;SQL;Machine Learning,4,83.97,5,4,1,4.000669262708239
2904,Python;Machine Learning;Java,5,67.48,7,4,0,3.7288248885654407
2905,C++;Python,4,91.29,4,1,0,3.244465613714756
2906,SQL;Data Analysis,1,98.23,1,4,0,2.792489428695845
2907,Java,5,83.21,4,3,1,4.054774537164878
2908,Java;Data Analysis,5,87.28,0,2,1,3.2410966154882126
2909,Data Analysis;SQL,3,73.5,7,3,0,3.4790926347759283
2910,C++;Python;SQL,3,75.26,7,4,0,3.321888999096719
2911,C++,0,89.39,1,4,0,2.2067821693915097
2912,Data Analysis;C++,4,97.11,5,2,1,4.042099561781432
2913,Data Analysis;C++,3,85.16,7,3,1,3.752904908004808
2914,Java,0,91.59,9,2,0,3.039018592845662
2915,SQL;Machine Learning;Python,3,66.87,7,4,0,3.195144563956705
2916,C++;Machine Learning,4,68.48,6,2,1,3.518752783776768
2917,Machine Learning;SQL;C++,5,81.28,2,2,0,3.318924010617078
2918,Python;Data Analysis;Java,2,67.06,3,4,1,2.8162815839907416
2919,C++;Java;Python,4,85.4,0,2,1,3.1879076804885758
2920,Java;SQL,1,71.67,8,3,0,2.8986795922269684
2921,Machine Learning;Python,3,91.66,9,4,1,4.338038907322342
2922,Java,3,92.32,9,2,0,4.002027785075113
2923,Machine Learning,5,78.55,1,1,1,3.3074065164335344
2924,Data Analysis;Java;C++,1,67.23,9,3,1,3.4200309596471565
2925,C++;Data Analysis,5,85.87,6,3,1,4.402628356573323
2926,Java;SQL;Data Analysis,1,99.71,7,3,1,3.4784533509034836
2927,Machine Learning;SQL;Data Analysis,2,84.9,3,0,1,2.4990749239750736
2928,Python,3,61.43,9,4,1,3.9140448517994932
2929,SQL;Java,3,60.69,0,0,1,1.8938672147181448
2930,C++;Machine Learning,2,72.81,4,2,1,2.932951820760826
2931,Python,0,67.83,9,4,1,3.1067614420134593
2932,Machine Learning,5,92.52,9,3,1,4.95201185479723
2933,Machine Learning;Java;Python,2,93.79,5,3,0,3.2745489112666215
2934,Java;SQL,5,70.34,6,3,1,3.9784830308623427
2935,Java;Python;C++,4,73.03,0,3,1,2.871016740034222
2936,C++;Machine Learning;SQL,3,69.45,3,2,0,2.6030691484463837
2937,Python,5,96.34,4,1,0,3.756734618697715
2938,Java;Machine Learning,1,80.11,4,4,0,2.6263528975367127
2939,Python,5,86.25,6,1,0,3.7528940085342684
2940,Machine Learning;C++;Data Analysis,4,76.62,3,4,0,3.355746389740653
2941,C++;Python;Java,3,85.24,9,3,0,3.9022176767628327
2942,Java;Data Analysis;SQL,2,75.43,6,0,1,2.993424375489715
2943,Data Analysis;C++,4,73.59,7,2,1,3.8957380832301447
2944,Java;C++,3,85.38,1,4,0,2.773587079701472
2945,Machine Learning,5,83.64,0,3,0,2.9314319804271878
2946,SQL,0,71.74,9,0,0,2.488895130504951
2947,Data Analysis;Java;C++,0,65.97,9,3,0,2.8718245050890507
2948,C++,1,74.74,0,2,0,1.6106137158059028
2949,Python,3,76.61,0,0,1,2.2445262776142805
2950,SQL;Java,0,85.15,8,4,1,3.367278859382078
2951,C++;Java;SQL,2,96.58,3,4,0,3.029521911645689
2952,Data Analysis;C++;Python,3,61.45,8,4,0,3.5846332506004734
2953,C++,2,69.75,6,4,0,3.180177767375564
2954,SQL,2,67.75,6,0,0,2.450153320731199
2955,C++;Java;Data Analysis,0,80.09,1,2,1,2.231529480444004
2956,C++;Machine Learning;SQL,3,77.19,1,0,0,2.097768641315541
2957,Python,5,89.16,4,4,1,4.2108390768053905
2958,Python;Data Analysis;SQL,4,69.7,9,2,1,3.840050852551138
2959,C++,0,83.78,0,1,1,1.9466578312089986
2960,Machine Learning;Data Analysis,0,95.35,6,1,1,2.9156271850342392
2961,Data Analysis;Python;Machine Learning,5,96.43,6,0,1,4.029314515984723
2962,Machine Learning;Data Analysis,3,98.35,7,4,1,4.15901303722557
2963,SQL;C++,3,90.93,6,1,1,3.4898544504226345
2964,SQL;Java;Python,2,96.24,7,1,1,3.448427592065082
2965,Java;SQL;Data Analysis,5,69.38,2,3,1,3.391310785103534
2966,C++;SQL;Data Analysis,5,67.9,2,3,1,3.2120271485933953
2967,Python,3,60.26,7,2,0,2.8101785781855395
2968,Data Analysis;Machine Learning,2,88.27,8,2,0,3.519127299059152
2969,Java;SQL,0,97.5,9,4,1,3.730067234165732
2970,SQL,1,67.48,3,1,0,1.7970571686205707
